"HH_ID"	"Member_Age_Orig"	"Member_ID"	"Member_Gender_Orig"	"HEIGHT"	"WEIGHT"	"Mod_act"	"Vig_act"
3707	28	1678	1	6.3	200	2	2
3707	30	3543	2	5.11	125	3	1
3708	44	5616	1	5.9	140	15	1
3708	44	6530	2	5.6	125	15	2
3708	11	7194	2	4.11	90	10	6
3708	8	7486	2	3.11	42	10	4
3709	33	1679	2	 	 	105	 
3709	0	2281	1	 	 	56	 
3709	32	3544	1	 	 	105	5
3709	3	4478	2	 	 	56	 
3710	86	5617	1	5.9	160	0	0
3710	72	6531	2	5	11	15	1
3713	33	190	2	5.5	138	12	6
3713	33	2408	1	6.2	165	6	11
3713	2	3983	1	3.1	34	15	 
3713	1	4982	2	2.4	20	15	 
3717	89	192	1	5.11	160	4	6
3717	89	2410	2	5	124	6	1
3721	65	5618	1	5.8	170	21	 
3721	61	6532	2	5.3	145	21	 
3722	83	5619	1	 	 	 	 
3722	64	6533	2	 	 	 	 
3722	54	7195	1	 	 	 	 
3722	51	7487	2	 	 	 	 
3722	24	7663	1	 	 	 	 
3722	21	7725	2	 	 	 	 
3723	72	193	1	6	175	5	4
3729	47	1681	2	5.7	130	5	0
3729	48	3545	1	5.1	155	17	3
3729	6	4479	2	3.8	44	10	0
3731	76	194	2	 	 	2	0
3733	80	195	1	5.11	200	15	1
3733	85	2411	2	5.1	130	28	0
3735	50	196	1	5.1	210	12	2
3735	52	5306	2	5.5	168	7	 
3736	45	197	1	6.7	170	5	0
3736	56	2412	2	6	180	5	3
3739	60	198	1	5.1	190	60	20
3739	53	2413	2	5.2	125	40	5
3739	20	3984	1	6.1	175	40	5
3739	20	4983	2	5.5	125	40	5
3741	38	199	2	5.7	140	20	 
3741	39	2414	1	6.2	290	20	 
3741	6	3985	2	4	58	 	 
3741	2	4984	1	3	32	 	 
3743	89	200	1	5.1	165	7	1
3743	89	2415	2	5.4	140	12	4
3745	35	201	1	5.7	160	2	 
3745	34	2416	2	5.3	120	0	 
3745	3	3986	1	2	30	0	 
3745	1	4985	2	2.3	17	0	 
3746	67	202	2	5.1	110	14	3
3749	34	203	2	5.4	140	5	4
3751	37	204	2	5.6	135	3	3
3753	35	5620	1	5.8	190	6	1
3753	34	6534	2	5.2	120	6	5
3753	14	7196	2	5.2	145	6	0
3753	9	7488	2	4.6	80	16	0
3758	52	5621	1	5.1	200	15	2
3758	51	6535	2	5.7	140	15	0
3758	21	7197	1	5.1	170	8	10
3758	18	7489	1	5.11	160	8	6
3758	16	7664	1	5.9	150	12	6
3761	76	205	1	5.9	200	5	0
3768	87	5622	1	5.4	220	0	0
3773	65	5623	1	 	 	 	 
3773	67	6536	2	 	 	 	 
3778	41	206	2	5.6	250	3	6
3780	36	5624	1	5.7	185	7	0
3780	38	6537	2	 	 	 	 
3780	4	7198	1	4.7	45	14	 
3780	3	7490	1	3	35	14	 
3780	1	7665	2	 	 	 	 
3786	63	5625	2	5.6	158	5	3
3790	59	5242	1	6.5	210	10	5
3791	55	5626	2	5.5	170	10	4
3792	47	207	1	6	310	1	0
3792	47	2417	2	5.5	200	10	3
3792	18	3987	2	5.6	155	5	5
3792	13	4778	1	5.8	145	5	5
3792	16	4986	2	5.5	145	5	5
3793	38	208	1	5.1	165	5	3
3804	84	1682	2	5.3	130	 	 
3804	61	3546	2	5.6	125	20	 
3817	36	5627	2	5.4	127	7	 
3817	38	6538	1	6.2	170	4	3
3817	4	7199	1	 	 	6	2
3817	2	7491	2	 	 	6	2
3818	48	5628	1	6	200	8	1
3818	50	6539	2	5.2	140	12	1
3818	21	7200	2	5.5	140	7	7
3818	17	7492	2	5.3	140	2	0
3825	64	1683	2	5.4	137	4	3
3835	39	5629	1	5.11	230	3	0
3835	24	6540	2	5.6	175	10	2
3838	47	209	1	6.2	198	2	3
3838	42	2418	2	5.2	130	 	5
3838	 	3988	1	4.2	58	 	15
3838	 	4987	1	3.2	35	 	15
3841	59	1684	2	5.6	220	1	0
3841	55	3547	2	5.2	 	1	0
3844	34	210	1	5.1	195	18	1
3844	34	2419	2	5.8	140	18	3
3844	4	3989	1	3.5	42	20	12
3844	2	4988	2	2.6	21	30	 
3846	82	211	1	5.9	145	50	12
3846	80	2420	2	5.4	112	60	10
3847	56	212	2	5.2	130	7	 
3847	 	2421	1	5.1	180	3	1
3848	41	5630	2	5.5	120	2	2
3848	57	6541	1	5.8	230	1	1
3858	60	213	2	5	175	30	10
3859	45	5631	1	6	185	15	 
3859	46	6542	2	 	 	15	 
3859	19	7201	1	6.2	170	15	10
3859	15	7493	1	 	 	15	15
3866	35	215	2	 	 	20	3
3866	37	2423	1	 	 	27	5
3881	46	5633	1	5.11	180	5	 
3881	40	6543	2	5.6	150	5	 
3882	52	216	1	5.6	185	35	5
3882	45	2424	2	5.5	145	5	0
3891	25	217	2	5.5	135	25	8
3891	28	2425	1	6.2	199	25	5
3891	26	3991	1	6.2	160	20	10
3892	28	5634	1	5.9	200	40	14
3892	28	6544	2	5.5	135	40	4
3892	6	7202	1	4	50	35	14
3892	3	7494	1	3	30	25	10
3893	45	218	2	5.4	180	5	 
3893	45	2426	1	5.8	184	5	 
3896	65	5635	1	 	 	 	 
3896	62	6545	2	 	 	 	 
3906	 	5636	1	6.4	200	25	30
3906	 	6546	2	5.9	140	30	10
3906	 	7750	 	5.7	145	25	10
3915	47	1687	2	5.6	190	15	0
3915	23	2282	2	5.3	140	10	10
3915	50	3548	1	5.11	190	20	20
3915	25	4480	1	6.3	220	10	30
3915	18	4885	1	5.9	160	10	15
3915	87	4944	2	5.4	130	3	0
3918	82	219	1	5.8	146	15	2
3918	76	2427	2	5.8	195	20	2
3924	69	1688	1	5.11	175	5	10
3924	61	3549	2	5.2	200	5	 
3930	9	220	1	6.2	246	3	0
3930	59	2428	2	5.8	 	5	0
3938	49	1689	1	5.8	180	20	0
3938	45	3550	2	5.5	170	8	0
3938	12	4481	2	4.11	117	12	0
3944	47	221	1	5.1	240	25	10
3944	16	2429	1	5.1	160	30	10
3947	52	222	1	5.1	232	14	0
3947	48	2430	2	5.4	98	14	0
3947	22	3992	1	5.9	198	12	0
3947	14	4779	1	5.8	120	6	12
3947	16	4990	1	5.6	118	6	8
3949	60	223	1	5.1	179	25	2
3949	 	2431	2	5.8	140	35	1
3950	40	224	1	6	190	10	 
3950	37	2432	2	5.4	180	20	 
3950	6	3993	1	4	48	10	 
3952	67	225	1	5.7	195	50	 
3952	67	2433	2	5.5	 	 	 
3954	61	5637	2	 	 	 	 
3954	59	7792	2	 	 	 	 
3956	54	2001	1	5.1	240	5	2
3957	80	226	1	6	185	6	 
3957	78	5307	2	5.6	130	6	 
3958	50	227	1	6.2	201	2	0
3958	50	2434	2	5.4	140	3	3
3958	19	3994	1	5.1	165	2	3
3958	15	4780	1	5.8	141	4	3
3958	11	4991	1	5.9	156	20	1
3972	50	1690	1	5.7	184	10	 
3972	15	2283	1	5.7	126	 	20
3972	48	3551	2	5.5	140	12	 
3972	16	4482	1	5.7	125	13	 
3974	51	1691	1	5.11	210	5	4
3974	16	3552	2	5	105	5	10
3977	74	228	1	5.9	160	20	 
3977	 	2435	2	 	 	 	 
3980	44	5638	1	5.7	180	4	 
3980	39	6547	2	5.8	 	4	 
3980	10	7203	2	 	 	6	 
3980	9	7495	2	 	 	6	 
3980	5	7666	2	 	 	6	 
3984	52	229	2	5.2	185	3	 
3989	69	230	1	5.11	184	5	1
3989	64	2436	2	5	140	5	1
3989	28	3995	2	5.8	130	5	1
3990	57	231	2	5	 	30	 
3990	61	2437	1	5.1	230	30	1
3990	19	3996	2	5.4	 	10	2
3997	71	232	1	5.1	195	20	4
3997	69	2438	2	5.8	165	10	0
3999	76	1692	2	5.5	155	 	25
3999	82	3553	1	5.7	162	 	25
4000	 	5639	2	5.4	120	12	4
4000	44	6548	1	5.1	165	40	5
4000	 	7204	1	6	225	3	0
4000	 	7496	1	4.11	108	3	17
4002	 	5640	1	 	 	 	 
4002	40	6549	2	 	 	 	 
4002	 	7205	1	 	 	 	 
4002	 	7497	2	 	 	 	 
4002	 	7667	1	 	 	 	 
4004	65	1693	2	5.6	165	2	1
4011	50	233	2	5.4	145	2	1
4011	18	2439	1	 	 	 	 
4018	84	5643	1	5.9	190	50	10
4023	39	5644	2	5.7	181	20	5
4024	52	5645	1	 	 	3	3
4024	52	6551	2	 	 	3	7
4024	28	7206	2	 	 	0	0
4024	26	7498	1	 	 	2	4
4045	64	5647	1	5.11	220	3	0
4045	63	6553	2	5.1	150	3	0
4051	60	234	1	5.1	260	9	 
4051	28	2440	2	5.8	280	7	 
4052	36	235	1	6.2	225	5	5
4052	31	2441	2	5.7	140	10	9
4056	65	236	1	5.1	155	4	4
4056	65	2442	2	5.4	130	8	 
4070	60	238	2	5.8	167	36	 
4070	66	2443	1	5.7	185	60	 
4070	26	3997	2	5.8	200	80	20
4070	28	4992	1	5.1	165	100	0
4085	52	239	1	5.11	200	2	0
4085	53	2444	2	5.4	170	1	0
4095	59	240	2	4.1	115	3	 
4095	63	2445	1	5.8	168	3	2
4097	57	241	1	5.11	260	30	 
4097	45	2446	2	5.4	145	20	 
4097	21	3998	2	5.4	146	20	 
4097	19	4993	2	5.4	120	40	 
4108	28	5649	2	6.3	193	2	3
4108	29	6555	1	5.4	160	3	3
4108	1	7208	1	 	 	 	 
4110	68	242	1	6	230	60	7
4110	65	2447	2	5.2	88	50	5
4112	34	243	1	5.6	160	3	 
4112	29	2448	2	5.1	120	 	30
4114	45	244	2	5.1	230	 	1
4114	47	2449	1	5.8	200	 	5
4114	17	3999	1	5.9	140	 	10
4114	15	4994	1	5.7	135	 	20
4119	77	5650	2	 	 	 	 
4119	54	6556	1	 	 	 	 
4119	47	7209	1	 	 	 	 
4130	38	1694	1	6.2	230	55	2
4130	42	3554	2	5.5	185	15	0
4131	87	1695	1	5.6	185	14	 
4131	77	3555	2	5.1	144	28	 
4132	 	245	2	5.6	180	0	 
4132	 	2450	2	5.8	120	12	 
4132	 	4000	2	 	48	5	 
4132	 	4995	1	 	42	5	 
4132	71	5308	1	5.1	184	7	 
4138	83	246	1	5.4	146	6	 
4138	82	2451	2	5	105	6	 
4142	56	247	1	5.8	212	5	 
4142	47	2452	2	5.6	150	2	 
4142	19	4001	2	5.9	150	5	2
4143	69	1696	1	5.1	128	6	10
4143	65	3556	2	5.3	118	6	10
4148	77	248	1	5.11	178	10	3
4148	71	2453	2	 	 	 	 
4149	87	5651	2	5.5	160	 	 
4159	45	249	1	5.8	250	10	2
4159	52	2454	2	5.7	135	10	5
4172	66	5652	1	5.1	200	7	 
4172	63	6557	2	5.4	140	5	 
4173	 	250	1	6	240	40	 
4173	 	2455	2	5.3	130	40	 
4173	44	4002	1	5.1	200	40	 
4197	26	253	2	5.8	150	40	5
4201	 	1697	2	5.5	185	40	0
4201	60	5309	1	6	230	40	0
4202	38	252	1	6	180	14	0
4202	40	2457	2	5.6	 	7	0
4207	64	254	1	5.1	170	20	 
4207	60	2458	2	5.2	100	30	 
4212	33	5653	1	5.1	195	20	0
4212	57	6558	1	6.1	194	24	0
4214	59	1698	1	5.8	205	10	 
4214	56	3557	2	5.6	120	30	20
4214	20	4483	2	5.5	135	10	 
4223	68	255	1	5.1	195	20	0
4223	56	2459	2	5.7	150	20	0
4224	60	256	1	6	162	14	14
4229	39	257	1	5.3	165	4	 
4229	7	2460	2	4.4	59	14	 
4229	6	4003	2	3.11	62	14	 
4250	75	258	1	5.1	165	40	0
4250	 	2461	2	5.4	170	30	0
4253	89	259	1	5.8	180	6	4
4257	72	5654	1	5.1	235	10	 
4257	66	6559	2	5.2	150	 	 
4262	50	260	1	6.3	185	40	10
4262	46	2462	2	5.6	165	5	0
4265	73	261	1	6.3	225	20	6
4265	 	2463	2	5.2	150	30	6
4276	47	262	2	5.3	200	40	10
4276	18	2464	2	5.3	101	50	10
4276	57	4004	1	5.9	185	40	10
4281	73	263	2	5.7	140	20	8
4281	76	2465	1	6	205	28	8
4282	46	264	1	5.1	195	10	2
4284	62	265	1	5.1	187	14	1
4284	61	2466	2	5.3	135	20	1
4289	33	267	2	5.4	135	3	 
4289	33	2468	1	5.1	210	3	 
4289	1	4005	2	 	 	 	 
4292	38	266	2	5.9	140	5	1
4292	38	2467	1	5.11	180	3	2
4303	52	268	2	5.8	175	5	1
4316	70	5655	1	6	200	10	2
4318	65	269	1	6.1	180	25	 
4318	64	2469	2	5.8	155	30	 
4319	77	270	2	5.1	140	 	 
4319	78	2470	1	6.1	240	4	 
4334	29	5656	1	6	190	10	0
4334	31	6560	2	5.5	130	10	3
4350	70	273	1	6.2	250	10	3
4350	69	2472	2	5.4	160	18	3
4351	82	1699	2	5.5	123	18	0
4352	38	1700	2	5.2	145	 	 
4352	 	2284	1	 	 	 	 
4352	 	3558	1	5.8	140	2	 
4352	 	4484	2	 	 	 	 
4359	35	1701	2	5.4	160	15	2
4359	29	3559	2	5.4	160	20	2
4369	27	274	1	5.11	175	20	4
4369	27	2473	2	5.9	140	20	5
4381	50	275	2	5.6	128	7	2
4381	54	2474	1	6.1	200	5	4
4386	75	276	1	5.9	219	2	 
4386	71	2475	2	5.5	190	15	 
4387	64	5657	2	5.1	115	7	 
4388	75	277	1	5.1	140	30	7
4388	70	2476	2	5.1	150	30	7
4390	68	278	1	5.8	165	18	 
4390	60	2477	2	5.5	140	15	 
4396	53	279	1	6	185	1	0
4396	46	2478	2	5.6	200	4	2
4400	89	5658	1	5.1	190	10	 
4400	88	6561	2	4.9	125	5	 
4400	56	7210	2	5.2	180	10	 
4406	87	280	2	5	132	6	4
4410	68	281	1	5.7	170	35	0
4410	68	2479	2	5.6	170	35	0
4430	82	1704	1	5.11	190	20	 
4430	81	3560	2	4.1	65	 	 
4450	54	282	1	5.7	170	20	6
4450	55	2480	2	5.7	135	20	0
4450	 	4007	1	6	185	4	0
4452	58	283	2	5.2	120	 	 
4452	 	2481	1	5.9	160	 	15
4452	 	4008	1	5.11	180	10	4
4463	69	5659	2	5.5	160	35	6
4463	75	6562	1	5.9	170	40	12
4465	51	1705	1	5.11	185	2	4
4465	47	3561	2	5.6	 	28	0
4467	55	284	1	5.1	220	4	0
4467	54	2482	2	5.8	140	6	4
4467	17	4009	1	6.2	180	6	20
4467	15	4997	1	5.9	175	4	10
4468	45	1706	1	6	185	10	3
4468	 	2285	1	5.1	150	20	10
4468	 	3562	2	5.6	110	10	3
4468	 	4485	1	5.8	150	20	10
4468	 	4886	2	5.1	100	20	10
4472	37	285	1	6	300	3	0
4472	39	2483	2	5.8	140	3	0
4479	39	286	1	6	185	15	 
4484	50	287	1	6.2	184	10	 
4484	49	2484	2	5.5	133	10	 
4484	20	4010	1	6.2	160	15	3
4496	52	288	1	 	 	 	 
4496	49	2485	2	 	 	 	 
4503	66	289	1	5.8	168	60	7
4503	66	2486	2	5.5	119	60	7
4504	45	290	1	5.1	173	10	4
4504	48	2487	2	5.3	125	10	3
4504	16	4011	1	 	100	10	 
4504	13	4998	2	4.11	80	10	6
4506	62	291	1	6	217	12	0
4506	63	2488	2	5.4	130	15	0
4507	40	292	2	5.2	135	12	2
4507	49	2489	1	5.11	250	10	2
4507	19	4012	2	5.4	125	12	4
4507	17	4999	1	5.6	145	10	5
4512	58	1707	1	5.6	158	5	0
4512	18	3563	2	5.3	120	2	3
4514	57	1708	2	5.5	140	9	7
4514	52	5310	1	6	230	7	4
4525	48	294	1	5.1	160	5	2
4525	44	2491	2	5.8	150	3	4
4528	32	1709	1	6	200	6	8
4528	0	2286	1	 	 	 	 
4528	29	3564	2	5.8	140	20	5
4528	2	4486	2	 	 	 	 
4529	50	1710	2	5.4	148	3	1
4529	54	3565	1	5.9	208	2	2
4535	68	295	1	5.8	160	20	10
4535	66	2492	2	5.2	120	10	 
4542	47	296	1	5.7	160	5	2
4542	45	2493	2	5.1	170	5	0
4542	18	4014	2	5.3	155	3	2
4542	12	4782	2	5.1	120	3	4
4542	16	5000	2	5.7	190	3	1
4552	56	297	1	5.1	150	20	 
4552	50	2494	2	5.6	160	10	 
4554	45	298	1	5.1	165	15	3
4554	42	2495	2	5.5	140	10	2
4554	20	4015	2	5.6	130	10	5
4554	15	4783	1	5.8	120	5	15
4554	18	5001	1	6.3	195	5	10
4564	60	299	1	5.1	215	5	2
4564	57	2496	2	5.4	 	16	0
4568	55	300	2	5.4	119	10	0
4568	17	2497	1	6	140	5	1
4569	35	1711	1	6.1	190	4	 
4569	2	2287	2	 	24	14	 
4569	32	3566	2	5.7	125	14	 
4569	5	4487	2	 	35	14	 
4583	46	301	1	5.9	160	15	2
4583	44	2498	2	5.6	127	6	 
4584	50	5660	2	5.7	127	12	2
4594	61	302	1	6	175	3	 
4598	64	303	2	5.3	150	10	1
4598	68	2499	1	5.8	165	10	2
4599	66	304	1	5.1	250	2	0
4599	65	2500	2	5.3	170	6	1
4600	74	5661	2	5.2	140	5	 
4600	 	7770	1	5.1	220	3	 
4601	89	5662	1	5.1	212	25	 
4601	76	7771	2	5.3	160	36	 
4609	25	305	2	5.3	110	15	1
4609	26	2501	1	5.6	130	10	1
4614	58	2003	1	6.4	230	80	40
4614	57	3797	2	5.4	120	60	20
4618	35	306	2	5.1	 	10	 
4618	66	2502	2	5.7	206	2	 
4619	30	5663	2	 	 	 	 
4619	31	6563	1	 	 	 	 
4619	1	7211	1	 	 	 	 
4633	45	307	1	5.1	182	1	 
4633	47	2503	2	5.3	145	7	 
4633	17	4016	2	5	125	4	 
4638	60	308	1	5.11	239	4	3
4638	58	2504	2	5.9	149	7	4
4639	78	309	1	5.7	162	56	4
4639	60	2505	2	5.5	160	56	4
4643	76	310	2	 	 	 	 
4645	75	311	2	5.4	178	20	 
4645	40	2506	1	5.8	200	45	5
4645	9	4017	1	4.8	90	20	 
4646	52	312	1	6.1	200	20	20
4646	47	2507	2	5.6	200	38	2
4646	12	4018	1	5.6	120	30	10
4652	66	313	2	5	 	10	 
4652	69	2508	1	5.11	230	10	 
4653	57	314	1	6.2	280	4	 
4653	56	2509	2	5.6	160	40	 
4656	80	316	1	5.11	182	12	5
4656	77	2511	2	5.5	115	15	5
4669	71	5664	1	 	 	 	 
4669	 	7793	2	 	 	 	 
4678	52	317	1	6	230	5	2
4678	41	2512	2	 	 	 	 
4685	 	5665	1	5.1	180	 	 
4685	 	6564	2	5.4	115	 	 
4686	57	5666	1	6.8	250	14	 
4686	90	6565	2	5.1	135	7	 
4687	 	5667	2	 	 	 	 
4689	61	5668	1	5.7	185	4	3
4689	55	6566	2	5.6	155	5	0
4689	17	7212	1	5.8	145	5	0
4694	62	318	1	5.7	160	3	1
4694	54	2513	2	5.2	120	0	2
4694	26	4019	2	 	 	 	 
4703	56	320	1	5.7	168	 	 
4703	60	2514	2	5.2	166	 	 
4711	63	1712	1	6.1	210	50	 
4711	63	3567	2	5.6	160	40	 
4714	63	5671	1	6.4	280	25	0
4714	65	6568	2	5.9	160	40	4
4721	54	321	1	5.1	210	16	8
4721	50	2515	2	5.6	160	28	 
4729	78	1713	2	5.5	175	8	1
4738	62	1714	1	6	160	2	 
4739	29	322	1	6.2	187	7	 
4739	27	2516	2	5.5	 	 	 
4741	45	323	1	5.1	178	2	2
4741	42	2517	2	5.6	130	2	1
4741	15	4020	1	5.9	135	4	6
4741	7	4784	1	4	60	6	4
4741	13	5002	1	5.5	120	4	6
4742	45	1715	1	6	190	2	0
4742	44	3568	2	5.4	125	4	0
4750	63	324	1	6.1	170	12	1
4750	62	2518	2	5.4	105	10	3
4756	58	5672	1	5.1	250	 	 
4756	59	6569	2	5.6	165	 	 
4761	61	325	1	5.1	260	5	 
4761	61	2519	2	5.5	160	5	1
4769	74	326	1	5.6	201	2	 
4769	71	2520	2	5.5	165	2	 
4785	60	330	1	5.8	190	12	1
4785	57	2524	2	5.7	180	6	0
4786	71	5673	2	5.3	150	 	 
4786	33	6570	2	5.5	160	 	 
4787	68	1716	1	5.6	184	10	 
4787	64	3569	2	5	235	5	 
4792	74	5243	2	5.6	200	12	0
4793	72	331	1	5.1	180	48	2
4793	71	2525	2	 	 	 	 
4794	43	332	1	5.9	178	20	0
4794	42	2526	2	5.1	109	30	10
4794	9	4021	2	 	 	 	 
4794	11	5003	1	 	 	 	 
4795	79	1717	1	5.6	170	20	 
4795	84	3570	2	 	 	 	 
4798	32	5674	1	5.9	171	 	4
4798	32	6571	2	5.5	105	56	5
4798	7	7213	2	 	 	 	 
4798	5	7499	2	 	 	 	 
4821	47	5675	1	5.7	320	10	10
4821	56	6572	2	5.9	120	20	20
4829	60	5676	1	5.6	168	6	 
4829	60	6573	2	5.2	140	2	 
4842	75	333	1	6.1	180	7	 
4842	72	2527	2	5.2	130	2	 
4859	76	334	1	5.9	175	29	3
4865	30	335	2	5.4	150	1	1
4865	30	2528	1	5.1	200	1	1
4871	62	1718	1	6.1	250	10	0
4871	68	3571	2	5.4	155	10	0
4872	75	336	1	5.1	186	 	 
4872	69	2529	2	5.4	170	 	 
4876	55	329	1	5.9	170	8	6
4876	47	2523	2	5.8	140	8	6
4898	35	337	1	5.9	180	10	4
4898	35	2530	2	5.6	164	30	4
4898	13	4022	1	5.6	100	4	12
4898	4	4785	2	3.6	40	15	0
4898	10	5004	1	4.5	75	15	1
4900	80	5679	1	5.1	180	5	 
4900	75	6575	2	5.4	12	6	 
4904	68	338	1	5.1	190	40	10
4904	66	2531	2	5.2	170	10	0
4904	38	4023	1	5.11	160	40	15
4910	54	339	1	5.11	158	20	6
4914	67	5680	2	5.5	 	2	0
4914	69	6576	1	5.7	135	8	0
4916	70	340	1	5.9	210	5	 
4916	72	2532	2	5.8	200	10	 
4917	47	341	1	5.8	205	5	 
4917	44	2533	2	5.8	160	8	 
4917	17	4024	2	5.5	120	3	6
4917	15	5005	1	6	190	7	2
4918	25	5681	2	5.4	133	9	1
4918	25	6577	1	6.2	185	4	1
4922	59	5682	1	5.11	 	2	0
4922	57	6578	2	5.4	170	12	5
4925	32	342	1	5.11	290	4	1
4925	27	2534	2	5.4	140	4	1
4925	1	4025	2	2.6	26	 	 
4926	81	5683	2	5.2	180	4	0
4927	64	343	1	6.2	270	4	 
4927	63	2535	2	5.6	140	0	 
4927	32	4026	1	6.1	220	3	 
4943	46	5684	1	 	 	 	 
4943	40	6579	2	 	 	 	 
4943	4	7214	2	 	 	 	 
4943	3	7500	1	 	 	 	 
4943	1	7668	2	 	 	 	 
4944	62	5685	1	5.6	180	2	3
4954	64	344	1	5.8	215	5	10
4954	60	2536	2	5.6	140	5	10
4955	51	345	2	5.8	160	5	5
4955	51	2537	1	6	165	5	8
4955	18	4027	1	6	180	0	8
4955	16	5006	1	6.1	130	3	0
4960	59	5686	2	 	 	 	 
4960	 	6580	2	 	 	 	 
4965	64	346	2	5.4	165	3	 
4966	40	347	1	5.7	155	2	6
4966	7	2538	1	4	50	2	3
4966	41	4028	2	5.5	250	2	 
4975	50	348	1	5.1	180	3	2
4975	42	2539	2	5.6	120	5	1
4975	14	4029	1	5.11	125	3	1
4975	13	5007	2	5.7	110	3	1
4981	41	349	1	5.11	165	10	3
4981	41	2540	2	5.4	137	5	0
4981	12	4030	1	5.3	100	8	3
4981	14	5008	1	5.9	130	4	2
4989	48	1719	1	5.8	198	5	1
4989	19	3572	1	5.11	170	10	5
4989	16	4488	2	5.2	110	5	2
5002	75	352	2	5.6	146	50	0
5003	37	5687	1	5.11	185	40	 
5003	38	6581	2	5.6	120	40	 
5003	15	7215	1	5.1	140	 	 
5003	13	7501	1	5.8	130	 	 
5005	67	5688	1	5.1	185	3	 
5005	67	6582	2	5.3	170	3	 
5009	52	5689	1	5.9	195	5	5
5009	50	6583	2	5.11	180	10	5
5009	24	7216	2	5.2	220	10	10
5009	23	7502	1	6	230	10	10
5009	16	7669	2	5.3	150	10	5
5014	67	353	2	5.2	117	14	7
5014	70	2541	1	5.6	190	20	4
5017	50	354	1	5.9	220	3	 
5017	50	2542	2	5.1	130	0	 
5017	15	4031	1	5.4	110	0	 
5017	15	5009	1	5.6	140	2	 
5019	60	355	1	6	265	5	 
5019	61	2543	2	5.7	180	10	0
5024	67	356	1	5.1	180	21	0
5024	66	2544	2	5	125	15	0
5032	46	1720	1	6.7	235	6	6
5032	12	2288	1	5.7	125	6	4
5032	44	3573	2	5.9	165	4	5
5032	14	4489	1	6.5	230	6	2
5035	41	5690	1	 	205	5	4
5035	44	6584	2	 	160	5	6
5035	11	7217	1	 	80	10	6
5035	10	7503	1	 	70	10	6
5035	7	7670	1	 	60	10	6
5044	33	2004	1	6.1	265	40	0
5044	33	3798	2	5.8	150	60	0
5044	5	4608	2	4.3	60	40	0
5044	3	4719	2	4	40	40	0
5051	52	1722	1	5.7	150	3	1
5051	51	3574	2	5.2	190	2	0
5051	19	4490	1	5.9	130	5	2
5055	87	5693	2	5.2	140	10	0
5064	53	1723	1	6.1	170	10	30
5064	51	3575	2	5.9	210	10	 
5069	57	358	2	5.3	150	2	 
5069	60	5311	1	5.1	240	2	 
5070	42	359	2	5.6	200	10	0
5070	42	2545	1	5.9	180	10	20
5070	7	4032	2	3.5	55	3	3
5071	47	5695	1	 	 	 	 
5071	31	6588	 	5.2	200	5	0
5074	41	360	1	5.1	280	28	7
5074	44	2546	2	5.2	170	10	1
5074	12	4033	2	4.11	85	14	2
5074	5	5010	1	3.5	42	42	10
5076	52	5696	1	 	 	52	 
5076	 	6589	2	5.5	120	35	15
5082	57	361	1	6	185	20	5
5082	49	2547	2	5.1	160	30	10
5082	21	4034	1	5.9	145	10	5
5082	 	5011	1	5.11	160	30	20
5095	44	363	1	5.1	195	20	3
5095	42	2548	2	5.4	150	25	0
5095	7	4035	1	3.9	40	35	2
5103	58	5697	1	6.2	245	20	 
5103	62	6590	2	5.5	130	10	 
5104	52	5698	1	6.2	250	6	2
5104	51	6591	2	5.3	130	6	4
5104	25	7218	1	5.9	170	3	1
5104	23	7504	2	5.5	140	10	6
5104	21	7671	1	5.9	165	10	6
5108	65	364	1	5.5	240	10	5
5108	65	2549	2	5.8	260	7	2
5109	69	365	1	6.6	231	56	4
5109	66	2550	2	5.6	150	56	4
5114	67	1725	2	5.9	210	10	5
5114	71	5275	1	5	120	10	5
5115	58	5699	1	5.1	230	20	 
5115	50	6592	2	5.4	130	20	 
5118	52	366	2	5.6	140	4	 
5118	52	2551	1	6.2	160	2	2
5118	18	4036	2	5.7	130	3	2
5118	22	5012	2	5.6	130	3	3
5122	44	367	2	5.7	145	5	0
5122	19	2552	2	5.6	160	3	0
5122	17	4037	2	5.7	155	5	5
5122	14	5013	1	5.9	135	10	6
5123	56	1726	1	5.8	170	3	 
5123	55	3577	2	5.7	150	4	 
5139	66	5700	2	5.9	185	14	 
5139	 	7772	1	5.11	200	14	 
5140	42	368	2	5.2	113	1	0
5140	42	2553	1	5.8	150	1	0
5140	5	4038	1	3.5	48	12	12
5140	3	5014	1	3	26	12	12
5141	84	369	1	5.6	178	20	0
5141	44	2554	1	5.11	220	3	0
5142	30	5701	2	5.5	135	7	0
5142	31	6593	1	5.9	165	7	0
5142	1	7219	2	1.11	10	0	0
5145	46	5702	2	5.5	140	40	3
5145	14	6594	2	5.4	120	20	10
5146	55	5703	1	5.6	165	30	10
5146	53	6595	2	 	 	 	 
5146	29	7220	1	6.2	265	10	30
5146	16	7505	1	 	 	 	 
5148	76	370	2	5.3	155	7	 
5150	64	5704	1	5.1	160	35	5
5150	65	6596	2	5.6	130	20	 
5153	76	371	1	5.1	210	14	5
5155	79	372	2	5.2	150	42	5
5163	74	373	2	5.1	190	4	 
5163	75	2555	1	5.1	200	12	6
5166	50	5705	1	6	210	5	5
5166	49	6597	2	5.8	130	8	0
5166	21	7221	2	5.8	110	5	5
5166	1	7506	1	5.1	195	5	7
5171	74	374	2	5.1	170	5	0
